,PRA001,PRA002,PRA003,PRA004,PRA005,PRA006,PRA007,PRA008,PRA009,PRA010,PRA011,PRA012,PRA013,PRA014,PRA015,PRA016,PRA017,PRA018,PRA019,PRA020,PRA021,PRA022,PRA023,PRA024,PRA025,PRA026,PRA027,PRA028,PRA029,PRA030,PRA031,PRA032,PRA033,PRA034,PRA035,PRA036,PRA037,PRA038,PRA039,PRA040,PRA041,PRA042,PRA043,PRA044,PRA045,PRA046,PRA047,PRA048,PRA049,PRA050,PRA051,PRA052,PRA053,PRA054,PRA055,PRA056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creatine,0.017578309,0.295687298,0.098544828,0.040546967,0.233629036,0.094177995,0.395880501,0.398760318,0.347530096,-1.548319267,0.167733617,0.379811761,0.442465855,0.509093031,0.21213413,0.402755981,-5.367575032,0.302529118,-2.194491135,0.17377946,0.302331452,0.065038656,0.28555795,0.218240901,0.599502392,0.344086841,0.475691891,0.105234389,0.200891874,0.398012285,0.292501119,-0.063258795,0.052355862,0.041220063,-4.832155771,0.324345138,0.54194504,-1.954445202,0.455183352,0.340515909,0.053552871,-0.785811991,0.227517125,0.277652019,0.315329764,0.203048378,0.31991676,-0.083446204,0.448676603,0.03639849,0.131017081,0.584727047,0.265725684,0.427637163,-2.205430417,0.285989049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Hydroxyproline,-0.143695937,0.124630991,0.164044054,-0.148967443,0.236306121,-0.009111331,0.488659079,0.107563713,0.320070317,-1.609968747,0.651625738,0.171977507,0.016405793,0.761479617,0.574181124,0.171310028,-1.899982707,0.617095389,-2.36451291,0.190621362,0.474730468,0.477585443,0.274394393,0.470439711,0.559088695,0.326545461,0.596905787,0.138551292,0.510512488,0.679755353,0.528271721,0.035931754,0.207546158,0.155372544,-0.805980088,0.456277146,0.381523448,-2.504349409,0.161169072,0.28074991,0.491907564,2.276337783,0.183172007,0.039391733,0.445404315,0.695026796,0.639014187,0.172541118,0.127267107,0.351655643,-0.029539692,0.505732597,0.379907712,0.516046414,-2.538242604,0.307676353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aminolevulinic acid,0.67443246,0.77959308,0.83031987,0.51844843,0.6430263,0.59821901,0.60715557,1.02483941,0.68857271,-1.23138497,0.63236329,0.88405401,1.18544929,-1.0012455,0.90985668,-0.91053382,-1.19508633,-0.75445782,-2.1795179,0.99311413,-1.24702529,1.05496177,0.9954548,0.88544791,0.84365576,-0.16186581,0.64165073,0.89112868,0.61294145,0.19556815,0.64597777,1.81588613,0.61666846,0.72005254,-0.83032618,1.03721208,0.72785156,-2.20227416,0.95357076,0.50859204,0.78681805,-0.39266799,-0.82662143,0.5836441,0.70867516,0.60803443,0.59091069,0.69384842,0.98216791,0.77722692,0.41194166,1.16622442,0.75359234,0.78463072,-2.90361021,0.60383145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isoleucine,0.311941446,0.346629147,0.701502582,0.354535283,0.477066444,0.650716916,0.347610875,0.311703055,0.39624831,-2.372483717,0.482476117,0.405397168,0.440122321,0.976631033,0.658291158,0.334393685,-2.447166281,0.38409893,-3.234940546,0.521097585,0.501343143,0.596783701,0.656243364,0.595513992,0.80997149,0.606022177,0.759530249,0.566278989,0.647571419,0.519956422,0.420326323,0.350579449,0.554240283,0.284901552,-1.603149745,0.691783984,0.558466822,-3.292924853,0.417172709,0.225349887,0.808318881,-1.350083326,0.457328388,0.51523624,0.382994383,0.44601792,0.638858595,0.305062682,0.397503611,0.285606985,0.163173218,0.659400568,0.669860023,0.232421387,-3.124424065,0.382736162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leucine,0.31588089,0.27264996,0.63114692,0.42668496,0.43414831,0.50511908,0.34010048,0.3006938,0.3076985,-1.63079151,0.37944747,0.36736732,0.35591144,0.72744335,0.50609865,0.56091304,-1.70573559,0.33186039,-2.30252421,0.45101506,0.37536688,0.49416345,0.4810322,0.50983774,0.62736043,0.45993294,0.5808378,0.49115953,0.49739408,0.46038325,0.39244798,0.31149085,-2.73819661,0.33259351,-1.12451313,0.57464376,0.42100128,-2.27362564,0.36748016,0.23502111,0.63332479,-0.93637326,0.41324965,0.46948056,0.44165043,0.38909707,0.47633927,0.34738546,0.32566201,0.26652153,0.21395748,0.48912703,0.5093976,0.52920262,-2.27653242,0.3747923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ornithine,0.161472476,0.437057178,0.597594721,0.437618594,0.465096041,0.277043462,0.304839294,0.35134964,0.604886985,-2.183967332,0.357778455,-0.00183462,0.371999511,0.715169835,0.599208492,0.526004999,-2.695695909,-0.09952778,-3.09850599,0.158504932,0.380423236,0.511186123,0.436398303,0.720694879,0.672983721,0.293985614,0.62192283,0.304123266,0.354955684,0.369170238,0.307401148,0.295143914,0.995769547,0.027103503,-1.551582786,0.300920182,0.472042773,-3.664671932,0.240122824,0.133291734,0.361016906,-1.29995825,0.183738849,0.535682612,0.465935125,0.639491092,0.367783085,0.31825522,0.201941266,0.188179366,-0.003992268,0.360215676,0.383144117,0.126963702,-2.890778418,0.27719604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagine,1.03503901,0.893185424,0.85447613,0.783104092,1.016147299,0.875462119,0.921439919,1.068632878,1.080034307,-1.390238266,1.107592832,1.008073354,1.205979303,1.00860789,1.224203302,1.095328278,-1.087743825,1.024616853,-1.489687412,0.896993287,0.792704142,0.93864785,1.280995513,1.040621713,1.033730522,1.057075053,0.961693789,0.887907989,0.887429331,0.991176318,0.999088311,0.934171467,1.044444887,0.939552299,-0.611599702,0.896276993,1.157341138,-1.676017884,1.093648536,1.096009675,1.01982564,-0.208628132,0.975777852,0.903151209,0.882921131,1.091770343,0.91155741,1.032243118,0.899693593,1.143214758,0.912130472,1.071217473,0.408135167,1.257300968,-1.79039979,1.041853253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homocysteine,0.381375462,0.374741988,0.673791558,0.805925447,-0.381155808,0.249228244,-0.718695962,0.362473453,-0.568985129,-2.129980329,0.705130319,0.701278908,-0.826500479,-0.803255631,-0.518484766,0.459734839,-2.141310608,0.043687688,-2.506961555,-0.872903983,0.146395541,0.838846326,0.363868497,0.392285369,0.512481945,0.574584827,0.830090869,0.801807703,0.996486503,-0.16004917,0.783100868,0.02741391,-1.083881214,0.713744561,-3.046761256,0.179898224,0.777527445,-4.2562086,0.40643919,0.328286899,0.276433786,-0.552244573,-0.43430993,0.256606862,0.357907126,0.53006448,-0.862503982,0.610517461,-0.528942079,0.300936779,0.252034626,-0.112471766,0.235080416,0.373697082,-4.292608513,-0.527024611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-Methylnicotinamide,0.696687433,0.662990955,0.480223203,0.11530302,0.739231501,1.019353872,0.224799228,0.260349714,0.166688541,-2.071410299,0.062371802,0.479074061,0.218160183,0.387360772,0.427177785,0.524239576,-3.122229341,0.276217084,-2.767880718,0.569533342,0.414277017,0.173595364,0.050507675,0.552530852,0.397680466,0.290754053,0.221910283,0.226649971,0.427798753,-1.046237171,0.306310083,0.290245175,0.434075228,0.557939336,-2.645407272,0.2694985,0.329113,-2.144506527,-1.392242252,0.169617925,0.318706948,-0.743466796,1.041872143,0.822213232,0.824428523,0.453399212,0.158227135,-0.010628767,0.326973905,-0.724656284,0.187200918,0.581569024,0.167791443,0.038156681,-1.943870161,-0.266363288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyramine,2.5164936,-0.52702183,-0.52702183,-0.52702183,-0.52702183,-0.52702183,-0.52702183,-0.52702183,-0.52702183,0.71152889,-0.52702183,-0.52702183,2.28727784,-0.52702183,-0.52702183,-0.52702183,0.22865142,-0.52702183,-0.52702183,2.22975617,-0.52702183,-0.52702183,-0.52702183,-0.52702183,-0.52702183,-0.52702183,-0.52702183,-0.52702183,2.34771979,2.03497375,-0.52702183,-0.52702183,-0.52702183,-0.52702183,0.90574489,-0.52702183,-0.52702183,-0.52702183,2.05999532,-0.52702183,1.94552516,1.15216766,-0.52702183,1.77366943,-0.52702183,-0.52702183,-0.52702183,-0.52702183,-0.52702183,2.53489184,2.47268427,-0.52702183,-0.52702183,-0.52702183,-0.52702183,-0.52702183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Acetamidobutanoic acid,0.60947064,0.354061218,0.593371263,0.6074069,0.515905849,0.40944028,0.372932607,0.229489041,0.407574193,-2.164259196,0.535831648,0.400148855,0.241816502,0.392484082,0.506372211,0.34957299,-2.79345115,0.155062925,-3.47928443,0.346950925,0.477937825,0.605475828,0.542112304,0.447644803,0.246311266,0.404962715,0.127583288,0.349799717,0.427597964,0.471713242,0.22866815,0.11201001,0.485910845,0.603487096,-2.028262417,0.188850548,0.523192472,-3.27994717,0.22128301,0.27412482,0.349514123,-1.29053929,0.215531602,0.491152325,1.057062113,0.366616836,0.818436851,0.355043747,0.315215657,0.060613853,0.017984147,0.249910073,0.645966677,0.636875173,-3.299400875,0.172804697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spermidine,0.82398284,-1.33710498,0.71318797,0.7355366,0.85043406,0.83970458,-1.33710498,0.59394574,-1.33710498,-0.26531106,0.89016605,0.87649033,0.84887657,0.98563756,0.69097319,-1.33710498,-0.3018507,0.67193982,-0.85787487,0.95876198,-1.33710498,-1.33710498,-1.33710498,-1.33710498,-1.33710498,0.98373397,0.6993018,0.91907174,1.11036849,0.96068298,1.47111658,0.49124446,0.80935581,0.72746653,-0.29012774,-1.33710498,0.80685731,-0.77831944,0.86649184,-1.33710498,0.80605101,0.18933519,1.01948759,1.05202442,-1.33710498,-1.33710498,0.91249443,0.94873113,-1.33710498,0.82072102,0.81733737,1.03099687,-1.33710498,1.01951968,-0.96196431,0.98300188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamine,0.805295668,0.846708347,0.773457547,0.55143273,0.76045415,0.638286429,0.746547442,0.809596188,0.816935533,-0.882795907,0.845011093,0.926892051,0.835794757,0.75880408,0.747736295,0.802395915,-0.775194993,0.678060779,-1.32237074,0.806938651,0.657887618,0.83136127,0.963128362,0.796546045,0.842466533,0.676520834,0.552379035,0.825657757,0.651371893,0.460624853,0.720525134,0.704906191,0.606602535,0.881476498,-0.696751503,0.885227718,0.875669546,-1.301486788,0.721297507,0.678720935,0.844132018,-0.175753991,0.767537476,0.713425063,0.834527916,0.816166606,0.636200541,0.87228885,0.884122543,0.856950612,-2.781749123,0.953857694,-0.752480897,0.899671552,-1.948217582,0.782883271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysine,0.309923018,0.326572707,0.513350691,0.480521891,0.38660846,0.398559614,0.411555208,0.536649821,0.435591327,-1.902761014,0.295969353,0.357597757,0.437438451,0.558536566,0.576668337,0.3916884,-2.247534545,0.275928761,-2.813044316,0.280203858,0.389736781,0.359240404,0.504254979,0.625591098,0.676362759,0.285440298,0.509437782,0.34906382,0.429545326,0.382023435,0.35392876,0.153955463,0.405862318,0.349091881,-1.52751663,0.500542901,0.427934374,-2.823288436,0.457764049,0.198679069,0.413165597,-1.287781234,0.296140696,0.350421467,0.41080039,0.504158729,0.464098306,0.307966156,0.2296198,0.054844399,0.208753428,0.493650881,0.3689245,0.733616421,-2.680932912,0.328784957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutamate,0.453123782,0.538722049,0.673078005,0.663955756,0.31802233,0.413843347,0.509757498,0.399644699,0.12579359,-1.937199222,0.419593008,0.406467663,0.191042938,0.503066767,0.538442163,0.329373965,-2.394397872,0.262279985,-2.990145584,0.494310684,0.470128703,0.632474405,0.485204798,0.471369872,0.530650904,0.40033438,0.691362349,0.360425529,0.202512806,0.57475192,0.495080964,0.23789842,0.66914907,0.230290137,-1.472898424,0.755472968,0.531620491,-3.05039948,0.339317276,0.212346449,0.288520177,-1.34532557,0.393080263,0.440178964,0.361146273,0.592495536,0.653743729,0.376119103,0.352056905,-0.220362497,0.024072932,0.474092219,1.05376265,0.102696444,-2.503213469,0.154669523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methionine,-0.093966881,-0.033476649,-0.092555791,-0.431422688,-0.210408291,0.015116793,-0.205938833,-0.200486468,-0.528176442,-2.99400984,0.271034188,0.057163755,-1.158497782,-0.490049034,0.408293459,-0.648329903,-2.633023779,0.006138851,-3.628248373,-0.902128584,-1.18265206,0.041095852,0.211395155,-0.18772647,0.628346879,0.503191789,0.25801166,0.346951264,0.326098886,-0.19206238,0.113655281,-0.29563896,-0.028644639,-0.006162752,-2.450222361,0.232056709,-0.150307106,-3.36558236,0.050500482,-0.083468397,0.615135188,-1.317822748,-0.453027163,0.041472442,0.205193852,-0.228416038,-1.621581601,0.099354038,-1.461932157,0.173841368,-0.147159566,-0.667036824,-0.442935218,0.288207168,-3.374034249,-1.325495417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Histidine,0.31441931,0.37762215,0.41186336,0.2881204,0.29275577,0.33009282,0.42672432,0.36035172,0.25498098,-5.0142456,0.28038146,0.3121866,0.62421399,0.38505236,0.37674379,0.20582432,-1.8822049,0.1032255,-2.31050996,0.73993355,0.37418713,0.42166337,0.53558488,0.42213658,0.49050132,0.31542905,0.30335131,0.28063372,0.12905243,0.285281,0.31917655,0.1325829,0.43934193,0.23506036,-1.31523966,0.46129376,0.26257664,-2.41106488,0.56231827,0.31048173,0.19346564,-0.72895182,0.25906932,0.27666189,0.35076166,0.39151683,0.37617464,0.17719207,0.42422228,0.2539615,0.0773072,0.34923858,0.31432469,0.42190183,-2.34625551,0.21563648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tryptamine,0.50703387,-1.84688729,0.2297206,0.21391738,0.66109391,0.67005445,-1.84688729,0.62925952,-1.84688729,-0.72171178,1.11277224,0.59643008,0.47997187,0.6899566,0.46829928,-1.84688729,-0.61665398,0.51347924,-1.13864732,0.69580064,1.39231337,1.00252238,1.10085121,0.94924193,-1.84688729,0.49969244,0.90416658,1.40223084,0.55086128,0.44286435,0.8201204,0.55708772,0.83116125,0.48963997,-0.39387066,1.03320946,0.51148736,-1.04775664,0.74197736,-1.84688729,0.75033593,-0.3103982,0.96479116,0.67771411,1.01786325,-1.84688729,-0.05423367,0.33196818,0.84266548,0.5212755,0.79522153,0.67744589,0.45088,0.79351991,-1.20093214,0.87471379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnitine,0.428913697,0.311954653,0.506192989,0.400486368,0.481190388,0.380026492,0.498650611,0.362357893,0.258755349,-2.091279921,0.351375123,0.402130452,0.289497208,0.39517865,0.40874335,0.395854525,-2.420424549,0.222002667,-3.190673315,0.43661828,0.42278636,0.497619469,0.484772139,0.593666053,0.500798231,0.393514757,0.369716011,0.301952443,0.355357101,0.460125082,0.409735945,0.21390326,0.414182461,0.419456543,-1.781639274,0.583256557,0.357343159,-3.075945558,0.350770121,0.349487771,0.34978815,-1.260338774,0.301966107,0.394946513,0.532227016,0.450381142,0.51295088,0.346924726,0.636124008,0.212421155,0.083115757,0.604341546,0.478309691,0.533445498,-3.099456871,0.375811059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phenylalanine,0.282409765,0.218867595,0.517129813,0.615199129,0.407330194,0.239734661,0.412014419,0.402213415,0.346522504,-2.315323015,0.318816512,0.230734815,0.261501936,0.482831207,0.432931396,0.385672435,-2.497117976,0.166147387,-3.330793782,0.443643026,0.429054052,0.393485089,0.55758053,0.504549329,0.560920512,0.3452434,0.43449337,0.31071825,0.439434914,0.357343695,0.46168127,0.096733171,0.371750501,0.278698425,-1.810132958,0.60280225,0.363681616,-3.296884687,0.365132925,0.144727166,0.258539562,-1.366782695,0.356431144,0.47994004,0.315993882,0.406987596,0.317289595,0.480116033,0.601861096,0.232552593,-0.022218814,0.53771386,0.536646043,0.278713275,-3.260400124,0.384203447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Methyl-histidine,0.11674405,0.128991883,-0.068554872,-0.16836252,0.546591432,0.151995969,1.37839904,1.488733709,0.252500642,-2.089888216,-0.043390042,0.436492028,1.473103612,1.134525529,1.483437844,0.616442817,-1.522912881,1.133419436,-2.580604895,0.119178923,0.411451904,0.566919197,0.611178452,0.628418089,0.673711359,0.303155023,1.56561219,0.048317302,1.280386594,0.56530466,0.361038703,-0.187479369,0.680993664,0.508211474,-1.462781968,0.465227468,0.652725895,-3.080471159,0.169362671,0.830449919,0.467888428,-1.014671802,0.726388836,-0.378237178,0.897379903,0.998461471,1.082056227,-2.998904915,0.160042034,-0.421386323,-0.544974991,0.058854624,0.18845589,-0.031323477,-2.287814074,-0.175425726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arginine,0.239237497,0.317666225,0.489133984,0.455882527,0.494711594,0.366061951,-0.172139904,0.361953225,0.57760086,-2.113266693,0.355510124,0.462415732,0.551897003,0.497787703,0.457351757,-0.040544821,-2.29368894,0.322026088,-2.628196414,-0.065149293,0.297758703,0.224024256,0.527028073,0.659458881,0.569392681,0.278893443,0.547399783,0.253758112,0.458210802,0.304891468,0.155481307,0.179761664,0.402183089,0.270279466,-4.408041661,0.42255624,0.069967504,-2.821325476,0.374027456,0.281689595,0.380895966,-1.188751079,0.159249477,0.658872647,0.318612493,0.560551843,0.484458409,0.513095958,0.328062565,0.281426594,-0.031487651,0.653170991,0.583746297,0.475346311,-2.80706806,0.39478221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indoleacetic acid,0.208804295,0.514745938,0.320051258,-0.054394488,0.45948055,0.60117129,0.029424875,0.264410105,0.60412723,-3.522237184,0.202192185,0.372606193,-1.261119999,0.27078221,0.302361411,0.287350489,-2.743791967,-0.081066377,-2.99959312,0.109170702,0.032988916,0.172220563,0.345049881,-0.139154168,0.319294227,0.186878286,0.262891752,0.091102979,0.141407013,0.060198098,-0.170426014,-0.929212263,0.162354289,0.532843352,-0.954084639,-0.192689215,0.172382012,-2.341845246,0.017925211,0.893236924,0.222520793,-2.215233781,-0.22050852,0.252690285,0.44170507,0.13709802,0.723449795,-0.08046114,0.657489526,-0.909172645,0.059429287,0.339092009,0.130261151,0.295807893,-2.554296046,0.104715437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glucosamine,0.259239066,0.734055101,0.659609351,0.650943378,0.380208223,0.555038745,0.623923682,0.889467347,0.906347829,-0.941407307,0.57320396,0.314723996,0.298916301,0.539372096,0.558739299,1.381645834,-1.154773174,0.332885392,-1.848174433,0.210928448,0.374769281,-2.541934199,-2.541934199,-2.541934199,0.516084524,0.526962063,0.5092412,0.447769647,0.53781813,0.152827495,0.560283752,0.489127721,0.228967017,0.234546834,-0.906732004,-2.541934199,0.571268766,-1.539005334,0.323872586,0.731699215,0.27195128,-0.682744246,0.66260267,0.372395977,-2.541934199,0.627636384,0.876763643,0.036734241,-2.541934199,0.462653971,0.447922788,0.722729995,0.623350711,0.306587987,-1.419273704,0.151771141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrosine,0.35389341,0.32033582,0.52820196,0.38151671,0.55770402,0.42750636,0.38943697,0.42006365,0.30242194,-1.79472502,-3.57212906,0.33867971,0.34176842,0.52206834,0.43585607,0.45653765,-1.88616088,0.35923308,-2.58174432,0.36795373,0.35075199,0.39561271,0.46256279,0.43989391,0.73563943,0.46148033,0.5274569,0.43650491,0.63525598,0.56364565,0.46786225,0.29298584,0.50321938,0.31032776,-1.38609802,0.52664016,0.32843329,-2.56786575,0.3632738,0.24450747,0.50159891,-1.01381793,0.4115269,0.59774765,0.4995739,0.3806683,0.41680117,0.42700532,0.54720159,0.45320536,0.11264196,0.52241514,0.58391999,0.28519204,-2.54749354,0.38864778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N8-Acetylspermidine,0.382730569,0.339326756,0.332102356,0.479335709,0.296808534,-0.001332183,0.719857063,0.482487563,0.639603831,-1.429086673,0.358103284,0.426291857,0.291517603,0.291136225,0.523107312,-0.189395864,-2.183680436,0.031183216,-2.840754425,0.361747588,0.147444737,0.344333213,0.852033053,0.161249478,0.291588176,0.286863082,0.251079913,0.478313267,0.259141247,0.125084141,0.232963165,0.016619204,0.421664275,0.896980327,-1.693371469,0.784977517,0.286137443,-2.783999835,0.400557929,0.481777469,0.358738165,-0.886651748,0.29282629,0.275089008,0.291429875,0.643279835,0.425078071,0.498647252,0.698489025,0.291437695,0.137841603,0.172772391,0.504000437,0.732884059,-3.173655523,0.209574013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetylcarnitine,0.267191088,0.2039544,0.005509508,0.079118904,0.216835792,-0.038658575,0.114010102,-0.034732017,-0.426997494,2.212340821,0.031166559,0.479105935,-0.391870852,-0.233629841,0.168517405,-0.027971995,2.213325418,-0.257221135,-2.50896642,-0.209859844,-0.076618099,0.148171528,-0.088823362,-0.10202311,-0.043313563,0.308340711,0.062967842,0.201333706,0.013236336,0.173492067,0.177391356,-0.181713492,0.072207648,0.298781068,2.204626894,0.48717086,0.226885605,-2.091146964,-0.053442281,0.023534273,0.546534384,-1.084480555,0.189694686,-0.027318882,0.450153116,-0.135965989,-0.308613452,0.510811977,-0.161206496,0.622730034,-0.263955363,-0.108302162,-0.033843718,0.402910534,-2.503388445,-0.05915627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tryptophan,0.364291832,0.302915031,0.66372315,0.37162687,0.457285973,0.448450997,0.48550072,0.524477959,0.219983453,-2.199361714,0.401662154,0.415028384,0.465860032,0.579517914,0.416290086,0.395376471,-2.32137557,0.321458567,-3.193276935,0.547711819,0.432837705,0.51685888,0.719026658,0.636520482,0.747106336,0.418008265,0.587470124,0.536072899,0.523693446,0.508164837,0.489692373,0.25773654,0.502127132,0.42302571,-1.733929865,0.796361545,0.582845117,-3.299247008,0.432882212,0.33427312,0.480504248,-1.486086393,0.377292387,0.525321513,0.481961723,0.389523741,0.364270393,0.342834608,0.766007086,0.281761347,0.019259206,0.625089998,0.421726473,0.268585364,-3.153577264,0.568720626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indolelactic acid,0.781684354,-0.373847658,0.784435128,1.034263974,0.519692701,0.40758342,0.470828054,0.250536421,-0.089244438,-2.17352109,0.518252524,0.268274769,0.438930857,0.92724741,0.454056699,0.044169516,-2.841372795,-0.07747037,-3.402187676,0.233147805,0.355146925,0.730738411,0.012672773,0.408282396,0.821100516,0.626232599,0.59630925,0.13385239,0.362454303,0.51822744,0.416200125,0.263644282,0.238475189,0.760376368,-1.599485325,0.381065982,0.317354527,-3.543963726,0.602225082,-0.10853193,0.186591733,-0.910408287,0.541156695,-0.283419338,0.668821294,0.463035979,0.779961782,-0.591528186,0.915972584,0.164215628,-0.056293342,0.529520041,0.473437967,-0.108145857,-2.895734824,0.26299094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kynurenine,0.587423419,0.051490447,0.884634481,0.630872843,0.533951564,0.509998098,0.415412901,0.43165226,0.407450664,-2.300939742,0.280534001,0.446326019,0.066777493,0.424185526,0.494781214,0.444623426,-2.500163303,0.078284442,-3.104432749,0.312326428,0.262318466,0.540071396,0.35120696,0.578805052,0.677168167,0.299592701,0.466218548,0.417565258,0.552143681,0.413872058,0.1980043,0.205312245,0.592521294,0.566976675,-1.835291315,0.638143879,0.33536513,-2.960024434,0.133877729,0.057967347,0.34394326,-1.385376604,0.265218525,0.494168782,0.513834295,0.406318496,0.447211175,0.450800146,0.619555807,0.13997801,-0.191622237,0.474637215,0.468613696,0.25244788,-3.113598503,0.411898377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Hydroxy-kynurenin,1.5163616,1.64090199,-0.75977083,-0.75977083,1.50813759,1.52306953,-0.75977083,-0.75977083,-0.75977083,0.12229081,1.32880145,-0.75977083,2.02723275,-0.75977083,-0.75977083,1.38358047,0.39782438,-0.75977083,-0.75977083,1.77245949,-0.75977083,-0.75977083,-0.75977083,-0.75977083,-0.75977083,-0.75977083,-0.75977083,-0.75977083,1.33179059,1.50519591,-0.75977083,-0.75977083,1.32128962,1.67332569,0.60158269,-0.75977083,-0.75977083,-0.07826864,1.51621091,1.32729241,1.98160176,0.60295341,1.34962183,-0.75977083,-0.75977083,-0.75977083,-0.75977083,-0.75977083,-0.75977083,1.94738019,-0.75977083,-0.75977083,-0.75977083,1.60977085,0.31553893,1.01034237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melatonin,0.75466468,0.76925431,0.70729825,0.45951252,0.39064975,0.59301494,-1.87947087,0.75666761,-1.87947087,-0.30134676,0.69912796,0.84854838,0.34690588,0.48629187,0.35451591,0.60357183,-0.71438842,0.37901057,-1.13516128,0.64827349,0.54251525,-1.87947087,-1.87947087,-1.87947087,-1.87947087,0.56248398,0.88170425,0.67350149,0.6213318,0.55106267,0.4058918,0.57581127,0.9101284,0.65335493,-0.4391246,-1.87947087,0.9693533,-1.04411539,0.28559272,0.24190049,0.49877079,-0.21007217,0.72327024,0.55101966,-1.87947087,-1.87947087,0.63577201,0.94080636,-1.87947087,0.68711237,0.52960558,0.82142155,0.54671938,0.82050654,-1.3949611,0.71181369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cystine,0.17415818,-0.484446067,-0.244756905,-0.335815532,-0.220556415,0.153644111,0.042839582,-0.138026354,-0.049050793,-2.294414757,0.281485737,0.584771258,-0.4418306,-0.033969779,0.195178011,-0.522607979,-2.5021058,0.046215692,-3.245658258,0.086772217,-1.078358315,0.087712474,0.382371005,-0.149031207,0.104175879,0.261343691,0.312412395,0.427816001,-0.169251837,0.467391703,0.325178233,-0.093899288,-0.002829586,0.371922948,-1.925703893,0.323294847,0.231019388,-3.192242093,0.215937655,-0.615302877,0.07430913,-0.688195975,-0.048535717,0.10135122,0.312911085,0.284083963,-0.196647308,0.383811122,0.120839094,0.165818575,-0.361703177,-0.617560202,-1.140452986,0.040847728,-3.343733549,0.1415044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cytidine,1.012373276,1.118334918,0.792071462,1.312695005,0.827645633,0.714570729,0.781664293,0.932818913,0.783740804,-1.142930186,0.732474611,0.70147427,0.486149683,0.350168705,0.639071693,-0.093728597,-1.306037929,0.503784485,-2.427097205,0.997557508,0.399567385,0.936970605,0.916009979,0.62840214,0.825392336,0.260029247,0.692274459,0.907684141,0.42843724,0.808405781,0.192075977,1.947031498,0.853115659,0.996420988,-0.268484335,0.862823202,0.766055658,-2.313366747,0.643245665,0.508687821,0.702788385,-0.037898227,0.475014218,0.694101567,0.794625606,0.778705719,0.56140737,-1.92090715,0.749464659,0.804581959,-0.178269188,-0.203117304,0.833349458,0.900506449,-2.406354327,0.654246843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
